Agent,Location Name,Address,City,St,Zip,County,Loc Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
25853,ITASCA MART,208 S HILL ST,ITASCA,TX,760550000,HILL,2546872603,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM
31784,GATEWAY #55,1204 E MAIN ST,ITASCA,TX,760550000,HILL,2546879251,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
14072,JOSHUA FOOD MART,103 S. BROADWAY,JOSHUA,TX,760580000,JOHNSON,8176414200,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,7AM-10PM,7AM-10PM
21013,BIG WILLY'S #6,420 N. BROADWAY ST.,JOSHUA,TX,760580000,JOHNSON,8172952153,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,7AM-10PM
28875,KENNEDALE FILLING STATION,105 W KENNEDALE PKWY,KENNEDALE,TX,760600000,TARRANT,8174788044,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
5131,KOUNTRY FOOD STORE #1,2790 S 2ND AVE,MANSFIELD,TX,760630000,TARRANT,18174775805,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,6AM-1AM,6AM-12AM
5469,KOUNTRY FOOD STORE #2,1550 E BROAD ST,MANSFIELD,TX,760630000,TARRANT,18174731769,4AM-12AM,4AM-12AM,4AM-12AM,4AM-12AM,4AM-12AM,4AM-12AM,6AM-12AM
15584,KROGER #584,3001 MATLOCK RD.,MANSFIELD,TX,760630000,TARRANT,8174730059,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-6PM
15594,KROGER #594,3300 E BROAD ST,MANSFIELD,TX,760630000,TARRANT,18174355417,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
16638,CARNICERIA CARMELITA,1275 HWY 157 N #101,MANSFIELD,TX,760630000,TARRANT,8174539127,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
19791,C&S MINI MART,107 E BROAD ST,MANSFIELD,TX,760630000,TARRANT,8174738808,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
22459,CASH BRANCH,2200 HWY 157 SUITE 216,MANSFIELD,TX,760630000,TARRANT,8174737007,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,9AM-9PM
25622,QUIK FILL MART,1207 HIGHWAY 157 N,MANSFIELD,TX,760630000,TARRANT,16825181033,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
26817,RAJ FOOD MART,7414 RENDON BLOODWORTH RD,MANSFIELD,TX,760630000,TARRANT,8174835086,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-11PM,6AM-11PM
32214,One World Grocery,2881 Highway 157 N,Mansfield,TX,760637546,TARRANT,8174532007,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-1AM,6AM-12AM
32688,Dakuna Mart,7791 Retta Mansfield Rd,Mansfield,TX,760634101,TARRANT,8176892019,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
29222,BROOKSHIRE BROTHERS #86,109 N MAIN ST,MAYPEARL,TX,760640000,ELLIS,9724352197,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM
30439,MAYPEARL QUICK STOP,700 N MAIN ST STE A,MAYPEARL,TX,760640000,ELLIS,9724356035,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM
15596,KROGER #596,2200 FM 663,MIDLOTHIAN,TX,760655600,ELLIS,4693362040,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM
27587,CLIFF`S C.C. STORE #32,311 E MAIN ST,MIDLOTHIAN,TX,760650000,ELLIS,9727754700,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,8AM-7PM,10AM-6PM,CLOSED
20476,HANDY STOP,1616 S.W. 5TH,MINERAL WELLS,TX,760670000,PALO PINTO,19403258071,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
24834,KWIK STOP #3,1607 SE 22ND AVE,MINERAL WELLS,TX,760670000,PALO PINTO,9403259111,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
26758,PINTO FOOD STORE,1300 S OAK AVE,MINERAL WELLS,TX,760670000,PALO PINTO,9403256999,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
28216,BIG WILLY'S #18,1703 E HUBBARD ST,MINERAL WELLS,TX,760670000,PALO PINTO,9403251175,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30403,KORNER STOP,716 SE 6TH AVE,MINERAL WELLS,TX,760670000,PALO PINTO,9403256118,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31062,ST FUEL,622 N MAIN ST,SPRINGTOWN,TX,760820000,PARKER,8175234900,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31183,MOBIL GAS TOWN,100 E HIGHWAY 199,SPRINGTOWN,TX,760820000,PARKER,8175235876,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31993,Tiger Mart 55,101 W Highway 199,Springtown,TX,760822632,PARKER,8175235560,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
27686,VENUS SHELL & SUBWAY,101 E HIGHWAY 67,VENUS,TX,760840000,JOHNSON,9723663311,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
29235,BROOKSHIRE BROTHERS #99,113 W HWY 67,VENUS,TX,760840000,JOHNSON,9723669992,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM
31949,Venus,203 S Walnut St,Venus,TX,760843128,JOHNSON,4693588970,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
29447,ICEBOX 4945,815 FORT WORTH HWY,WEATHERFORD,TX,760864505,PARKER,8177577178,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
31621,QUICKWAY FOOD STORE #18,1405 S MAIN ST,WEATHERFORD,TX,760860000,PARKER,8175998212,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31622,QUICKWAY FOOD STORE #19,102 W PARK AVE,WEATHERFORD,TX,760860000,PARKER,8175996672,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31992,Tiger Mart 52,1835 S Main St,Weatherford,TX,760865505,PARKER,8173412426,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31898,Benders Grocery & Grill,7004 Brazos Trl,Weatherford,TX,760879386,PARKER,6822621201,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
31917,Quick Track #28,2101 Clear Lake Rd,Weatherford,TX,760877983,PARKER,8175999500,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
32687,Delisisas,4098 E Interstate 20 Serv,Willow Park,TX,760873647,PARKER,8177577500,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
15512,KROGER #512,2110 E.SOUTHLAKE BLVD.,SOUTHLAKE,TX,760920000,TARRANT,8174218105,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
10173,RIVER RUN TEXACO,100 N. STATE HWY 174,RIO VISTA,TX,760930000,JOHNSON,8173733228,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-11PM,6AM-11PM,7AM-10PM
31147,BONEY JOES,100 HIGHWAY 174 S,RIO VISTA,TX,760930000,JOHNSON,8173732122,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-12AM,5AM-12AM,7AM-10PM
30451,HENDERSON FOOD MART TEXAC,1200 HENDERSON ST,FORT WORTH,TX,761020000,TARRANT,8178858592,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
26838,OAKLAND SHELL,1224 OAKLAND BLVD,FORT WORTH,TX,761030000,TARRANT,8175361616,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27665,J & J QUICKSTOP,4201 E LANCASTER AVE,FORT WORTH,TX,761033222,TARRANT,18175362556,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27842,CORNER FOOD MART,4344 E LANCASTER,FORT WORTH,TX,761033325,TARRANT,8175367552,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
28861,TL MART,3227 E LANCASTER AVE,FORT WORTH,TX,761030000,TARRANT,9728148666,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30151,MA LANCASTER QUIK STOP,4500 E LANCASTER AVE,FORT WORTH,TX,761030000,TARRANT,8175355348,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
30198,LANCASTER MINI MART,3950 LANCASTER AVE,FORT WORTH,TX,761030000,TARRANT,8175360501,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31168,FAMILY GENERAL STORE,1799 E LANCASTER,FORT WORTH,TX,761030000,TARRANT,8174399021,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31873,STAR MART,3510 E LANCASTER AVE,FORT WORTH,TX,761030000,TARRANT,6824787849,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM,9AM-10PM
18421,LUCKY MINI MARKET,1300 E ROSEDALE ST,FORT WORTH,TX,761040000,TARRANT,18178700299,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
23432,EL RIO GRANDE #6,3037 SOUTH FREEWAY,FORT WORTH,TX,761040000,TARRANT,8177697000,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
26724,AMIGO FOOD STORE #2,2844 SOUTH FWY,FORT WORTH,TX,761040000,TARRANT,8179233006,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
27930,QUICK TRACK #5,801 E ALLEN AVE,FORT WORTH,TX,761047538,TARRANT,8179231338,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30668,TLN FOOD STORE,600 E MORNINGSIDE DR,FORT WORTH,TX,761040000,TARRANT,8179266747,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30881,OK FOOD MART #4,1000 BESSIE ST,FORT WORTH,TX,761040000,TARRANT,8177143389,8AM-11AM,8AM-11AM,8AM-11AM,8AM-11AM,8AM-11AM,8AM-11AM,8AM-11AM
30900,ABC CONVENIENCE,1201 SOUTH RIVERSIDE DR,FORT WORTH,TX,761040000,TARRANT,6623859595,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
22410,FIESTA MART #76,4245 E BERRY ST,FORT WORTH,TX,761050000,TARRANT,8175311239,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
22512,FOODLAND MARKETS 52,1212 S. AYERS,FORT WORTH,TX,761050000,TARRANT,8175310384,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
22525,FOODLAND MARKETS 52 B,1212 S. AYERS,FORT WORTH,TX,761050000,TARRANT,8175310384,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
22533,FIESTA MART #76B,4245 E BERRY ST,FORT WORTH,TX,761050000,TARRANT,8175311239,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,CLOSED
25510,WAYNE'S GROCERY,1704 VAUGHN BLVD,FORT WORTH,TX,761050000,TARRANT,8175367431,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
29856,DALLAS FOOD STORE,3400 E ROSEDALE ST,FORT WORTH,TX,761050000,TARRANT,8175365169,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31225,BERRY FOOD MART,3300 E Berry St,FORT WORTH,TX,761055301,TARRANT,8175312558,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31725,MICKEYS FOOD STORE,4200 E ROSEDALE ST,FORT WORTH,TX,761050000,TARRANT,6827031626,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM
14524,ELROD'S COST PLUS #9B,1524 NW 25TH,FORT WORTH,TX,761060000,TARRANT,8176255105,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
26041,MCCLOUDS FOOD STORE,3206 DEEN RD,FORT WORTH,TX,761066517,TARRANT,8176242701,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
26982,FRANKO'S MARKET,2622 AZLE AVE,FORT WORTH,TX,761060000,TARRANT,8176264321,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,CLOSED
27537,CENTRAL GROCERY,709 WEST CENTRAL AVE,FORT WORTH,TX,761060000,TARRANT,8176247171,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30241,FAST STOP GROCERY,1900 NE 33RD ST,FORT WORTH,TX,761060000,TARRANT,8173869418,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30677,DFW HERMANOS,3701 DECATURE AVE,FORT WORTH,TX,761060000,TARRANT,8176250771,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM
31989,LIBBY MART,3419 N MAIN ST,Fort Worth,TX,761060000,TARRANT,8176265803,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM
32453,Save More Food Store,2723 Azle Ave,Fort Worth,TX,761065104,TARRANT,4085046879,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
58,QUICK PICK #2,4036 W VICKERY,FORT WORTH,TX,761070000,TARRANT,18177374740,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
1219,QUICK PICK #3,1604 MONTGOMERY,FORT WORTH,TX,761070000,TARRANT,18177379226,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,7AM-11PM,7AM-10PM
1772,STOP & SAVE #3,3301 WHITE SETTLEMENT,FORT WORTH,TX,761070000,TARRANT,18178701436,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM
22407,UNIVERSITY FOOD MART,414 UNIVERSITY DRIVE,FORT WORTH,TX,761070000,TARRANT,18173324971,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
24294,QUICK SHOP,4600 DIAZ AVE,FORT WORTH,TX,761070000,TARRANT,8177376599,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
29591,TERRY'S FOOD,5221 CAMP BOWIE BLVD,FORT WORTH,TX,761070000,TARRANT,18175699777,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30727,QUICK STOP #1 TEXACO,701 N HENDERSON ST,FORT WORTH,TX,761070000,TARRANT,8174209223,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
10571,FOUR STAR FOOD MART #4,500 N. LAS VEGAS TR,FORT WORTH,TX,761080000,TARRANT,8173677919,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
25167,HILLTOP MART,13100 WHITE SETTLEMENT RD,FORT WORTH,TX,761080000,TARRANT,8174489060,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM
27384,QUICKWAY FOOD STORE #6,2001 S LAS VEGAS TRAIL,FORT WORTH,TX,761080000,TARRANT,8173677533,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
31230,EXPRESS FUEL MART #5,9251 WHITE SETTLEMENT RD,WHITE SETTLEMENT,TX,761080000,TARRANT,6823120851,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
25395,KROGER #520,3120 S UNIVERSITY,FORT WORTH,TX,761090000,TARRANT,8175667860,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
29884,ANDY FOOD STORE,3704 GRANBURY RD,FORT WORTH,TX,761090000,TARRANT,18173867200,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
1622,K A MINI MART,2250 HEMPHILL,FORT WORTH,TX,761100000,TARRANT,18179269311,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
11024,FIESTA GROCERY,1000 W. BERRY,FORT WORTH,TX,761100000,TARRANT,18179229410,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
14071,MCCART FOOD STORE,3756 MCCART AVE.,FORT WORTH,TX,761100000,TARRANT,8179260107,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,7AM-10PM,7AM-10PM
14749,FIESTA MART #61,2700 8TH AVE,FORT WORTH,TX,761100000,TARRANT,18179201900,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
14794,FIESTA MART #61B,2700 8TH AVE,FORT WORTH,TX,761100000,TARRANT,18179201900,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
16352,GOLDEN MINI MART,928 E.BERRY,FORT WORTH,TX,761100000,TARRANT,8179212979,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
17242,AMIGOS FOOD STORE #3,3705 RYAN AVE,FORT WORTH,TX,761100000,TARRANT,8179244001,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-9PM
19701,FAMOUS FOOD STORE,2601 HEMPHILL ST,FORT WORTH,TX,761100000,TARRANT,18179246541,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
22131,FIESTA MART #67A,421 W BOLT ST,FORT WORTH,TX,761100000,TARRANT,18179201930,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
22132,FIESTA MART #67B,421 W BOLT ST,FORT WORTH,TX,761100000,TARRANT,18179201930,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
26352,TRIANGLE FOOD MART,2840 8TH AVE,FORT WORTH,TX,761103042,TARRANT,8179270431,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27660,J & M FOOD STORE B,3500 HEMPHILL ST,FORT WORTH,TX,761105211,TARRANT,8179235631,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
28087,CLEBURNE FOOD MART,3233 CLEBURNE RD,FORT WORTH,TX,761100000,TARRANT,8179233139,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
29048,ROCKY'S DISCOUNT C-STORE,913 E BERRY ST STE 101,FORT WORTH,TX,761104451,TARRANT,8177448291,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
31081,MACARENA GROCERY STORE,3750 HEMPHILL ST,FORT WORTH,TX,761105260,TARRANT,8179237717,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM
31488,GORDON GROCERY,3459 GORDON AVE,FORT WORTH,TX,761100000,TARRANT,8179214551,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM
32081,Hemphill Food Mart,1824 Hemphill St,Fort Worth,TX,761101522,TARRANT,8179228867,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
32313,Louis Food Store,2301 W Shaw St,Fort Worth,TX,761103639,TARRANT,2142005694,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-12AM
18169,B&C FAMILY MART,2830 N BEACH ST STE E-F,HALTOM CITY,TX,761110000,TARRANT,8178342101,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
20161,S&H MINI-MART,2900 NE 28TH ST,FORT WORTH,TX,761110000,TARRANT,8178343622,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
27041,QUICK N EASY FOOD MART,100 N RIVERSIDE DR,FORT WORTH,TX,761110000,TARRANT,8178388844,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
28667,NETOS FOOD MART,2611 NE 28TH ST,FORT WORTH,TX,761110000,TARRANT,8178347751,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
28780,QUICK TRACK #36,700 N RIVERSIDE DR,FORT WORTH,TX,761110000,TARRANT,6822245088,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
30842,KC KWIKSHOP INC,1820 N SYLVANIA AVE,FORT WORTH,TX,761110000,TARRANT,8176817117,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31400,ORIENTAL BEER AND FOOD ST,2018 N RIVERSIDE DR,FORT WORTH,TX,761110000,TARRANT,8178319944,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31537,RIVERSIDE FUEL AND FOOD,350 N RIVERSIDE DR,FORT WORTH,TX,761114730,TARRANT,8178313400,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31702,QUICK STOP FOOD MART,3416 E BELKNAP ST,FORT WORTH,TX,761110000,TARRANT,8178343600,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
8934,QUICK & SAVE FOOD STORE,5549 E. LANCASTER,FORT WORTH,TX,761120000,TARRANT,18174920815,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
9395,KWIK PANTHER FOOD MART,5682 MEADOWBROOK DR.,FORT WORTH,TX,761120000,TARRANT,18174968180,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,CLOSED
21603,ZOOM IN MARKET #6,6020 E. ROSEDALE,FORT WORTH,TX,761120000,TARRANT,18174579227,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
21657,OCEAN MINI MART #4,5101 E. LANCASTER AVE,FORT WORTH,TX,761120000,TARRANT,8174969861,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
22647,QUICKWAY FOOD STORE #10,6753 E Lancaster Ave,FORT WORTH,TX,761127047,TARRANT,8174960807,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
25620,QUICKWAY FOOD STORE #9,6665 RANDOL MILL RD,FORT WORTH,TX,761120000,TARRANT,8174464345,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
27040,EAST FOOD MART,2740 SANDY LANE,FORT WORTH,TX,761120000,TARRANT,8174579066,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
28299,WOODHAVEN FOOD MART,1251 WOODHAVEN BLVD,FORT WORTH,TX,761120000,TARRANT,8174514422,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
28549,CROSSROAD 820 L,6701 E LANCASTER AVE,FORT WORTH,TX,761120000,TARRANT,8174579819,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
29067,ZOOM FOOD MART,5651 MEADOWBROOK DR.,FORT WORTH,TX,761120000,TARRANT,8174966254,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
29345,LUCKY NO. 7 FOOD MART,1201 COUNTRY CLUB LN,FORT WORTH,TX,761120000,TARRANT,8179300000,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
29440,RACEWAY #6761,6300 E LANCASTER AVE,FORT WORTH,TX,761126649,TARRANT,8174573944,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
30170,STOP FOOD MART,6600 MEADOWBROOK DRIVE,FORT WORTH,TX,761120000,TARRANT,8174969910,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
30532,NINA MART,1451 SANDY LANE,FORT WORTH,TX,761120000,TARRANT,8174574513,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30719,QUICKWAY FOOD STORE #1,6101 E ROSEDALE,FORT WORTH,TX,761120000,TARRANT,8174518900,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
